budget,genres,release_date,revenue,runtime,status,title,vote_average,vote_count,profitability,prof
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2010,15478800,122,Released,The Conspirator,6.2,137,61.92%,61.9152
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2012,24719215,107,Released,Big Miracle,6.6,152,61.80%,61.7980375
25000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2016,15436808,127,Released,The Infiltrator,6.6,573,61.75%,61.747232
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1998,8026971,84,Released,Woo,5.5,10,61.75%,61.74593077
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",2005,15431177,120,Released,The Greatest Game Ever Played,6.9,110,61.72%,61.724708
22000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 27, ""name"": ""Horror""}]",2000,13555988,95,Released,The Little Vampire,6.1,77,61.62%,61.61812727
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",2001,14782676,89,Released,Out Cold,5.8,53,61.59%,61.59448333
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2002,9237470,118,Released,Dark Blue,6.5,85,61.58%,61.58313333
65000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1998,40002112,100,Released,I Still Know What You Did Last Summer,5.1,374,61.54%,61.54171077
55000000,"[{""id"": 35, ""name"": ""Comedy""}]",2003,33828318,118,Released,Stuck on You,5.1,188,61.51%,61.50603273
27000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",1983,16519460,117,Released,Krull,5.8,129,61.18%,61.18318519
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",2010,6110000,90,Released,MacGruber,5.1,179,61.10%,61.1
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",1994,3049135,99,Released,Heavenly Creatures,7,294,60.98%,60.9827
40000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",1994,24332324,128,Released,Renaissance Man,5.9,81,60.83%,60.83081
4000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",2007,2426851,90,Released,You Kill Me,6.2,80,60.67%,60.671275
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",2001,18195610,108,Released,Antitrust,5.8,153,60.65%,60.65203333
65000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2014,39407616,102,Released,Sin City: A Dame to Kill For,6.3,1286,60.63%,60.62710154
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1999,15156200,110,Released,The Corruptor,6,57,60.62%,60.6248
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1995,30303072,132,Released,Assassins,6,387,60.61%,60.606144
28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996,16900000,132,Released,Michael Collins,6.7,97,60.36%,60.35714286
13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",1994,7820688,95,Released,Serial Mom,6.4,135,60.16%,60.15913846
20000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2014,12007070,125,Released,A Most Violent Year,6.5,546,60.04%,60.03535
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",2006,23937870,93,Released,Stormbreaker,5.1,213,59.84%,59.844675
36500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2008,21834845,115,Released,The Inhabited Island,5.3,23,59.82%,59.82149315
4000000,"[{""id"": 18, ""name"": ""Drama""}]",2014,2365467,118,Released,Joe,6.5,338,59.14%,59.136675
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1995,35431113,103,Released,Money Train,5.4,222,59.05%,59.051855
8500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2004,5001655,104,Released,Club Dread,5.1,107,58.84%,58.843
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1963,10000000,154,Released,55 Days at Peking,6.3,36,58.82%,58.82352941
28000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2016,16374328,108,Released,Pride and Prejudice and Zombies,5.5,640,58.48%,58.47974286
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2008,8762890,102,Released,The Rocker,5.6,156,58.42%,58.41926667
29000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002,16930185,100,Released,Serving Sara,5,85,58.38%,58.37994828
18000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2013,10501938,90,Released,Getaway,4.9,246,58.34%,58.3441
94000000,"[{""id"": 28, ""name"": ""Action""}]",2001,54744738,116,Released,Driven,4.5,179,58.24%,58.23908298
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",1995,18552460,107,Released,The Quick and the Dead,6.3,427,57.98%,57.9764375
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2001,19693891,108,Released,Summer Catch,4.8,63,57.92%,57.92320882
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2011,28931401,105,Released,Drive Angry,5.3,600,57.86%,57.862802
82000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1999,47434430,118,Released,Man on the Moon,6.9,435,57.85%,57.84686585
18500000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1998,10680275,118,Released,Fear and Loathing in Las Vegas,7.2,1301,57.73%,57.73121622
32000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2010,18409891,111,Released,Repo Men,6.2,620,57.53%,57.53090938
42000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2005,24127895,122,Released,Lord of War,7,1335,57.45%,57.44736905
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 878, ""name"": ""Science Fiction""}]",2013,17137302,115,Released,Space Pirate Captain Harlock,6.5,356,57.12%,57.12434
24000000,"[{""id"": 35, ""name"": ""Comedy""}]",2000,13700000,84,Released,The Ladies Man,5.7,34,57.08%,57.08333333
26000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2006,14821658,136,Released,Little Children,6.9,240,57.01%,57.00637692
135000000,"[{""id"": 28, ""name"": ""Action""}]",2005,76932943,121,Released,Stealth,4.9,331,56.99%,56.98736519
12000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2010,6814789,97,Released,Centurion,5.9,386,56.79%,56.78990833
20000000,"[{""id"": 35, ""name"": ""Comedy""}]",2004,11341016,98,Released,Connie and Carla,6.4,24,56.71%,56.70508
65000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",1999,36850101,94,Released,My Favorite Martian,5.1,80,56.69%,56.69246308
17000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2012,9627492,82,Released,The Apparition,4.5,140,56.63%,56.63230588
7500000,"[{""id"": 35, ""name"": ""Comedy""}]",2002,4245870,102,Released,Men with Brooms,4.5,7,56.61%,56.6116
60000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1997,33956608,110,Released,The Relic,5.8,130,56.59%,56.59434667
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",2008,14109284,87,Released,Disaster Movie,3,240,56.44%,56.437136
30000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2007,16930884,108,Released,88 Minutes,5.7,313,56.44%,56.43628
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",2009,8459458,96,Released,Chloe,5.9,498,56.40%,56.39638667
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",2006,42285169,110,Released,Lady in the Water,5.3,409,56.38%,56.38022533
35866397,"[{""id"": 99, ""name"": ""Documentary""}]",2001,20217080,98,Released,Winged Migration,7,49,56.37%,56.36774723
12000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2006,6754898,116,Released,Running with Scissors,5.8,78,56.29%,56.29081667
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2002,22433915,108,Released,City By The Sea,5.7,92,56.08%,56.0847875
53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",2001,29700000,102,Released,Angel Eyes,5.6,88,56.04%,56.03773585
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2006,9500000,122,Released,Running Scared,7,331,55.88%,55.88235294
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2009,39041505,127,Released,Agora,6.9,395,55.77%,55.77357857
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",2005,19478106,76,Released,Valiant,5.2,235,55.65%,55.65173143
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2014,11110975,148,Released,Inherent Vice,6.5,833,55.55%,55.554875
70000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2006,38629478,114,Released,Basic Instinct 2,4.6,180,55.18%,55.18496857
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",2005,19294901,97,Released,Cursed,5.1,167,55.13%,55.12828857
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",2012,22044277,91,Released,A Thousand Words,6,373,55.11%,55.1106925
6000000,"[{""id"": 28, ""name"": ""Action""}]",1993,3283371,99,Released,Only the Strong,6.9,29,54.72%,54.72285
22000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",1977,12000000,121,Released,Sorcerer,7.4,98,54.55%,54.54545455
15000000,"[{""id"": 18, ""name"": ""Drama""}]",2012,8138788,106,Released,Promised Land,6,243,54.26%,54.25858667
25000000,"[{""id"": 18, ""name"": ""Drama""}]",2005,13411957,107,Released,Lords of Dogtown,7,210,53.65%,53.647828
20000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",1997,10686841,96,Released,Deconstructing Harry,7.3,187,53.43%,53.434205
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2002,4777465,97,Released,Igby Goes Down,6.5,95,53.08%,53.08294444
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2007,7938872,112,Released,Funny Games,6.3,545,52.93%,52.92581333
60000000,"[{""id"": 18, ""name"": ""Drama""}]",2009,31720158,109,Released,The Soloist,6.6,234,52.87%,52.86693
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1998,9495408,131,Released,The Red Violin,7.3,99,52.75%,52.75226667
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2002,26199517,110,Released,Blood Work,6.1,206,52.40%,52.399034
49900000,"[{""id"": 35, ""name"": ""Comedy""}]",2011,26121638,102,Released,Your Highness,5.2,501,52.35%,52.34797194
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",2007,18317151,96,Released,Walk Hard: The Dewey Cox Story,6.6,212,52.33%,52.33471714
13500000,"[{""id"": 18, ""name"": ""Drama""}]",2000,7060876,124,Released,Quills,6.8,128,52.30%,52.30278519
5000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2010,2614773,97,Released,Everything Must Go,6,208,52.30%,52.29546
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2009,4440055,119,Released,Bright Star,6.8,107,52.24%,52.23594118
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005,10442808,96,Released,Alone in the Dark,3.1,173,52.21%,52.21404
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999,13000000,100,Released,Brokedown Palace,6.2,111,52.00%,52
25,"[{""id"": 18, ""name"": ""Drama""}]",1999,13,145,Released,Angela's Ashes,7,59,52.00%,52
72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2001,37317558,152,Released,The Majestic,6.6,188,51.83%,51.82994167
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2007,10337477,84,Released,Code Name: The Cleaner,4.7,78,51.69%,51.687385
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2000,5164404,140,Released,The House of Mirth,6.4,25,51.64%,51.64404
24000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2000,12372410,107,Released,Ready to Rumble,4.7,49,51.55%,51.55170833
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",2014,30800231,118,Released,Winter's Tale,6,487,51.33%,51.33371833
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2011,15395087,130,Released,Anonymous,6.3,288,51.32%,51.31695667
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",1977,8720000,91,Released,Damnation Alley,5,27,51.29%,51.29411765
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2003,15368897,96,Released,Alex & Emma,5,68,51.23%,51.22965667
60000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",2015,30418560,106,Released,Mortdecai,5.4,1055,50.70%,50.6976
50000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",2016,25035950,139,Released,Free State of Jones,6.6,428,50.07%,50.0719
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",2001,14010832,98,Released,Ghosts of Mars,4.8,296,50.04%,50.03868571
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2005,15007991,97,Released,The Cave,5.1,202,50.03%,50.02663667
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2014,17508518,110,Released,Sabotage,5.5,555,50.02%,50.02433714
28,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2001,14,93,Released,The 51st State,5.9,173,50.00%,50
57000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2004,28283637,95,Released,Thunderbirds,4.2,91,49.62%,49.62041579
225000,"[{""id"": 10769, ""name"": ""Foreign""}, {""id"": 99, ""name"": ""Documentary""}]",2012,111300,86,Released,Burn,6.9,6,49.47%,49.46666667
5000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2003,2466444,104,Released,Wonderland,6.2,73,49.33%,49.32888
80000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",2000,39459427,126,Released,The Legend of Bagger Vance,6.3,251,49.32%,49.32428375
20500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2008,10089373,102,Released,Punisher: War Zone,5.6,294,49.22%,49.21645366
1300000,"[{""id"": 18, ""name"": ""Drama""}]",2006,639000,135,Released,Journey from the Fall,5,1,49.15%,49.15384615
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2003,2944752,94,Released,Shattered Glass,6.6,111,49.08%,49.0792
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",2007,14711793,160,Released,The Assassination of Jesse James by the Coward Robert Ford,7,776,49.04%,49.03931
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",2014,2450846,112,Released,Kill the Messenger,6.6,355,49.02%,49.01692
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",2000,36754634,94,Released,Titan A.E.,6.3,313,49.01%,49.00617867
31000000,"[{""id"": 18, ""name"": ""Drama""}]",2010,15134293,105,Released,Extraordinary Measures,6,89,48.82%,48.8203
44000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]",2000,21400000,118,Released,Battlefield Earth,3,255,48.64%,48.63636364
22000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1993,10696210,104,Released,RoboCop 3,4.2,305,48.62%,48.61913636
9000000,"[{""id"": 35, ""name"": ""Comedy""}]",1994,4350774,79,Released,PCU,6,41,48.34%,48.34193333
6000000,"[{""id"": 18, ""name"": ""Drama""}]",2008,2899975,99,Released,The Wackness,6.2,94,48.33%,48.33291667
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2003,19322135,89,Released,Duplex,5.9,482,48.31%,48.3053375
30000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2011,14460000,63,Released,Winnie the Pooh,6.8,258,48.20%,48.2
27000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2004,13000000,99,Released,Suspect Zero,5.5,98,48.15%,48.14814815
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",2002,16838910,114,Released,Femme Fatale,6.2,142,48.11%,48.11117143
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",2002,33561137,97,Released,I Spy,5.2,269,47.94%,47.94448143
21000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",2002,10011050,117,Released,Moonlight Mile,6.5,52,47.67%,47.67166667
1500000,"[{""id"": 18, ""name"": ""Drama""}]",2005,712294,111,Released,The Ballad of Jack and Rose,6.5,43,47.49%,47.48626667
130000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",2013,61648500,96,Released,R.I.P.D.,5.4,1260,47.42%,47.42192308
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2002,18902015,101,Released,FearDotCom,3.2,105,47.26%,47.2550375
25000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2006,11772461,116,Released,The Hoax,6.4,60,47.09%,47.089844
23000000,"[{""id"": 18, ""name"": ""Drama""}]",1999,10827816,102,Released,The End of the Affair,6.6,55,47.08%,47.07746087
31500000,"[{""id"": 28, ""name"": ""Action""}]",2016,14708696,113,Released,Criminal,5.7,557,46.69%,46.69427302
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2004,21009180,113,Released,Flight of the Phoenix,5.7,276,46.69%,46.68706667
30000000,"[{""id"": 35, ""name"": ""Comedy""}]",2004,14000000,110,Released,Welcome to Mooseport,4.8,54,46.67%,46.66666667
1000000,"[{""id"": 18, ""name"": ""Drama""}]",2002,464000,92,Released,Blue Car,6.7,13,46.40%,46.4
76000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",2000,35134820,88,Released,The Adventures of Rocky & Bullwinkle,3.9,87,46.23%,46.23002632
12000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2006,5542025,86,Released,For Your Consideration,5.9,43,46.18%,46.18354167
70000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2002,32287044,125,Released,Hart's War,5.9,241,46.12%,46.12434857
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2015,4100000,93,Released,Heist,5.6,318,46.07%,46.06741573
50000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",2005,22944502,127,Released,Domino,6,444,45.89%,45.889004
14000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2002,6413915,86,Released,Slackers,5.4,60,45.81%,45.81367857
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1996,17380126,118,Released,Extreme Measures,5.7,80,45.74%,45.73717368
9600000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2005,4386236,144,Released,The Lost City,6,24,45.69%,45.68995833
45000000,"[{""id"": 18, ""name"": ""Drama""}]",1995,20350754,128,Released,Showgirls,4.9,256,45.22%,45.22389778
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",2011,13521829,86,Released,Hoodwinked Too! Hood VS. Evil,4.8,131,45.07%,45.07276333
25000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",2008,11207130,113,Released,Stop-Loss,6.1,82,44.83%,44.82852
58000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",1984,25928721,127,Released,The Cotton Club,6.6,68,44.70%,44.70469138
18000000,"[{""id"": 18, ""name"": ""Drama""}]",1997,8038061,112,Released,The Ice Storm,6.9,176,44.66%,44.65589444
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2004,3347647,110,Released,The Work and the Glory,6.1,7,44.64%,44.63529333
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",1985,11137801,109,Released,Return to Oz,6.7,120,44.55%,44.551204
